cas,inchi,inchikey,smiles,formula,definition,checked,alw_cname,che_cname,che_id,chl_id,chs_id,drb_id,eea_cname,ein_id,etx_cname,etx_id,ipc_name,puc_cid,wid_cname,wid_id,zvg_id,uii_id
14797-65-0,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M,[O-]N=O,NO2,The nitrogen oxoanion formed by loss of a proton from nitrous acid.,,"",nitrite,CHEBI:16301,"",921,,Nitrite,"","",,dioxidonitrate(1-),946,nitrite,Q72158415,,""
20461-54-5,InChI=1S/HI/h1H/p-1,XMBWDFGMSWQBCA-UHFFFAOYSA-M,[I-],I,"",,"",iodide,CHEBI:16382,"",28015,,Iodide,"","",,iodide,30165,Iodide,Q71355178,,""
3380-34-5,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",XEFQLINVKFYRCS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,C12H7Cl3O2,"An aromatic ether that is phenol which is substituted at C-5 by a chloro group and at C-2 by a 2,4-dichlorophenoxy group. It is widely used as a preservative and antimicrobial agent in personal care products such as soaps, skin creams, toothpaste and deodorants as well as in household items such as plastic chopping boards, sports equipment and shoes.",,"",triclosan,CHEBI:164200,"",5363,,Triclosan,"",Triclosan,20179,"5-chloro-2-(2,4-dichlorophenoxy)phenol",5564,Triclosan,Q56228675,,""
50-28-2,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N,[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21,C18H24O2,The 17beta-isomer of estradiol.,,"",17beta-estradiol,CHEBI:16469,"",,,17beta-estradiol (E2),"",17-beta-Östradiol,98800,"estra-1,3,5(10)-triene-3,17beta-diol",5757,"","",,""
91-20-3,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,c1ccc2ccccc2c1,C10H8,An aromatic hydrocarbon comprising two fused benzene rings. It occurs in the essential oils of numerous plant species e.g. magnolia.,,naphthalene,naphthalene,CHEBI:16482,"",906,,Naphthalene,"",Naphthalin,8648,naphthalene,931,Naphthalene,Q82515723,,""
143-50-0,"InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20",LHHGDZSESBACKH-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(=O)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,C10Cl10O,An  organochlorine compound with insecticidal activity.,,chlordecone,chlordecone,CHEBI:16548,"",,,Chlordecone (Kepone),"",Decachlorpentacyclodecan-4-on,2139,"1,1a,3,3a,4,5,5,5a,5b,6-decachlorooctahydro-2H-1,3,4-(methanetriyl)cyclobuta[cd]pentalen-2-one",299,"","",,""
72-55-9,InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,UCNVFOCBFJOQAL-UHFFFAOYSA-N,Clc1ccc(cc1)C(=C(Cl)Cl)c1ccc(Cl)cc1,C14H8Cl4,A chlorophenylethylene that is ethylene substituted by two 4-chlorophenyl groups at position 1 and two chlorine atoms at position 2.,,"",DDE,CHEBI:16598,CHEMBL363207,2927,,"p,p'-DDE",200-784-6,"2,2-Bis(4-chlorphenyl)-1,1-dichlorethen",8620,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",3035,DDE,Q409592,490083,4M7FS82U08
1979-01-06,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,XSTXAVWGXDQKEL-UHFFFAOYSA-N,ClC=C(Cl)Cl,C2HCl3,"A member of the class of  chloroethenes that is ethene substituted by chloro groups at positions 1, 1 and 2.",,"",trichloroethene,CHEBI:16602,"",13837280,,Trichloroethylene,"",Trichlorethylen,8581,"1,1,2-trichloroethene",6575,Trichloroethylene,Q21761524,,""
71-43-2,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,C6H6,"A six-carbon aromatic annulene in which each carbon atom donates one of its two 2p electrons into a delocalised pi system. A toxic, flammable liquid byproduct of coal distillation, it is used as an industrial solvent. Benzene is a carcinogen that also damages bone marrow and the central nervous system.",,"",benzene,CHEBI:16716,"",236,,Benzene,"",Benzol,7240,benzene,241,Benzene,Q4890757,,""
120-83-2,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cl,C6H4Cl2O,A dichlorophenol that is phenol carrying chloro substituents at positions 2 and 4.,,"","2,4-dichlorophenol",CHEBI:16738,CHEMBL1143,8140,,"2,4-dichlorophenol",204-429-6,"2,4-Dichlorphenol",8652,"2,4-dichlorophenol",8449,"2,4-dichlorophenol",Q209205,10880,R669TG1950
95-76-1,"InChI=1S/C6H5Cl2N/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",SDYWXFYBZPNOFX-UHFFFAOYSA-N,Nc1ccc(Cl)c(Cl)c1,C6H5Cl2N,A dichloroaniline having the two chloro-substituents at the 3- and 4-positions.,,"","3,4-dichloroaniline",CHEBI:16767,CHEMBL1319813,13860720,,"3,4-dichloroaniline",202-448-4,"3,4-Dichloranilin",8360,"3,4-dichloroaniline",7257,"3,4-dichloroaniline",Q13427547,11850,20KR9WJ4NS
0100-02-07,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",BTJIUGUIPKRLHP-UHFFFAOYSA-N,Oc1ccc(cc1)[N+]([O-])=O,C6H5NO3,A member of the class of 4-nitrophenols that is phenol in which the hydrogen that is para to the hydroxy group has been replaced by a nitro group.,,"",4-nitrophenol,CHEBI:16836,"",955,,Nitrophenol,"",4-Nitrophenol,8530,4-nitrophenol,6947,nitrophenol,Q408126,,""
50-00-0,InChI=1S/CH2O/c1-2/h1H2,WSFSSNUMVMOOMR-UHFFFAOYSA-N,[H]C([H])=O,CH2O,An aldehyde resulting from the formal oxidation of methanol.,,formaldehyde,formaldehyde,CHEBI:16842,"",692,,Formaldehyde,"",Formaldehyd,8252,formaldehyde,712,Formaldehyde,Q14922294,,""
16984-48-8,InChI=1S/FH/h1H/p-1,KRHYYFGTRYWZRS-UHFFFAOYSA-M,[F-],F,"",,"",fluoride,CHEBI:17051,"",26214,,Fluoride,"",Fluorid,89283,fluoride,28179,Fluoride,Q19057760,,""
1689-84-5,"InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H",UPMXNNIRAGDFEH-UHFFFAOYSA-N,Oc1c(Br)cc(cc1Br)C#N,C7H3Br2NO,"A dibromobenzene that is 2,6-dibromophenol substituted by a cyano group at position 4.",,bromoxynil,"3,5-dibromo-4-hydroxybenzonitrile",CHEBI:17192,CHEMBL453905,14775,,Bromoxynil,216-882-7,Bromoxynil,7252,"3,5-dibromo-4-hydroxybenzonitrile",15531,bromoxynil,Q408345,510080,J46EK95K0P
74-97-5,InChI=1S/CH2BrCl/c2-1-3/h1H2,JPOXNPPZZKNXOV-UHFFFAOYSA-N,ClCBr,CH2BrCl,A halomethane that is chloromethane in which one of the hydrogens has been replaced by a bromine atom.,,"",bromochloromethane,CHEBI:17194,CHEMBL346918,,,Bromochloromethane,200-826-3,"Methan, Bromchlor-",11801,bromo(chloro)methane,6333,bromochloromethane,Q421751,41110,45WX84110G
53-16-7,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-N,[H][C@]12CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21,C18H22O2,"A 17-oxo steroid that is estra-1,3,5(10)-triene substituted by an hydroxy group at position 3 and an oxo group at position 17.",,"",estrone,CHEBI:17263,"",5660,,Estrone (E1),"",Estron,98802,"3-hydroxyestra-1,3,5(10)-trien-17-one",5870,"","",,""
127-18-4,InChI=1S/C2Cl4/c3-1(4)2(5)6,CYTYCFOTNPOANT-UHFFFAOYSA-N,ClC(Cl)=C(Cl)Cl,C2Cl4,A chlorocarbon that is tetrachloro substituted ethene.,,"",tetrachloroethene,CHEBI:17300,"",13837281,,Tetrachloroethylene,"",Perchlorethen,9039,tetrachloroethene,31373,Tetrachloroethylene,Q26372022,,""
1957-12-05,InChI=1S/CN/c1-2/q-1,XFXPMWWXUTWYJX-UHFFFAOYSA-N,[C-]#N,CN,A pseudohalide anion that is the conjugate base of hydrogen cyanide.,,"",cyanide,CHEBI:17514,"",,,Free cyanide,"",Cyanid,7314,cyanide,,"","",,""
71-52-3,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",BVKZGUZCCUSVTD-UHFFFAOYSA-M,OC([O-])=O,CHO3,The carbon oxoanion resulting from the removal of a proton from carbonic acid.,,"",hydrogencarbonate,CHEBI:17544,"",,,Hydrogen Carbonate (Bicarbonate) HCO3,"","",,hydrogen(trioxidocarbonate)(1-),,"","",,""
108-88-3,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,C7H8,The simplest member of the class toluenes consisting of a benzene core which bears a single methyl substituent.,,"",toluene,CHEBI:17578,"",1108,,Toluene,"","Benzene, methyl-",8916,toluene,1140,Toluene,Q7814661,,""
14797-55-8,InChI=1S/NO3/c2-1(3)4/q-1,NHNBFGGVMKEFGY-UHFFFAOYSA-N,[O-][N+]([O-])=O,NO3,A nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3.,,"",nitrate,CHEBI:17632,"",918,,Nitrate,"",Nitrat,7480,nitrate,943,nitrate,Q49916468,,""
87-86-5,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C6HCl5O,A  chlorophenol that is phenol substituted by 5 chloro groups.,,pentachlorophenol,pentachlorophenol,CHEBI:17642,"",967,,Pentachlorophenol,"",Pentachlorphenol,8343,pentachlorophenol,992,Pentachlorophenol,Q66834965,,""
117-81-7,"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",BJQHLKABXJIVAM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,C24H38O4,"A phthalate ester that is the bis(2-ethylhexyl) ester of benzene-1,2-dicarboxylic acid.",,"",bis(2-ethylhexyl) phthalate,CHEBI:17747,"",,,Di(2-ethylhexyl)phthalate (DEHP),"",Bis(2-ethylhexyl)phthalat,8672,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",8343,Di(2-ethylhexyl)phthalate (DEHP),Q36311355,,""
106-44-5,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,C7H8O,A cresol that consists of toluene substituted by a hydroxy group at position 4. It is a metabolite of aromatic amino acid metabolism produced by intestinal microflora in humans and animals.,,"",p-cresol,CHEBI:17847,"",,,4-methyl-phenol,"",4-Methylphenol,1272,4-methylphenol,2879,"","",,""
16887-00-6,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],Cl,A halide anion formed when chlorine picks up an electron to form an an anion.,,"",chloride,CHEBI:17996,"",306,,Chloride,"",Chlorid,7281,chloride,312,Chloride,Q2964098,,""
1570-64-5,"InChI=1S/C7H7ClO/c1-5-4-6(8)2-3-7(5)9/h2-4,9H,1H3",RHPUJHQBPORFGV-UHFFFAOYSA-N,Cc1cc(Cl)ccc1O,C7H7ClO,A member of the class of phenols that is o-cresol in which the hydrogen para to the hydroxy group is replaced by a chlorine.,,"",4-chloro-2-methylphenol,CHEBI:1800,"",14165,,4-chloro-2-methylphenol,"",4-Chlor-2-methyl-hydroxybenzol,9416,4-chloro-2-methylphenol,14855,"","",,""
7439-89-6,InChI=1S/Fe,XEEYBQQBJWHFJM-UHFFFAOYSA-N,[Fe],Fe,An iron group element atom that has atomic number 26.,,"",iron atom,CHEBI:18248,"",,,Iron and its compounds,"",Eisen,7392,iron,,"","",,""
7439-96-5,InChI=1S/Mn,PWHULOQIROXLJO-UHFFFAOYSA-N,[Mn],Mn,"",,"",manganese atom,CHEBI:18291,"",,,Manganese and its compounds,"",Mangan,7455,manganese,,Manganese and its compounds,Q26328069,,""
2163-68-0,"InChI=1S/C8H15N5O/c1-4-9-6-11-7(10-5(2)3)13-8(14)12-6/h5H,4H2,1-3H3,(H3,9,10,11,12,13,14)",NFMIMWNQWAWNDW-UHFFFAOYSA-N,CCNc1nc(O)nc(NC(C)C)n1,C8H15N5O,"A monohydroxy-1,3,5-triazine that is  atrazine in which the chloro group has been replaced by a hydroxy group.",,"","4-ethylamino-6-isopropylamino-1,3,5-triazin-2-ol",CHEBI:18316,"",15693,,Hydroxyatrazine,"","",,"4-(ethylamino)-6-(isopropylamino)-1,3,5-triazin-2-ol",135398733,hydroxyatrazine,Q27102992,,D9Y04ELA63
14265-44-2,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K,[O-]P([O-])([O-])=O,O4P,A phosphate ion that is the conjugate base of hydrogenphosphate.,,"",phosphate(3-),CHEBI:18367,"",1032,,Phosphate,"","",,phosphate,1061,"","",,""
74-90-8,InChI=1S/CHN/c1-2/h1H,LELOWRISYMNNSU-UHFFFAOYSA-N,C#N,CHN,A one-carbon compound consisting of a methine group triple bonded to a nitrogen atom,,hydrogen cyanide,hydrogen cyanide,CHEBI:18407,CHEMBL183419,748,,Hydrogen cyanide,200-821-6,Blausäure,9012,hydridonitridocarbon,768,hydrogen cyanide,Q26075,12450,2WTB3V159F
10061-02-06,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+",UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,C3H4Cl2,"A 1,3-dichloropropene with a (E)-configuration.",,"","(E)-1,3-dichloropropene",CHEBI:18624,CHEMBL155926,23117,,"trans-1,3-dichloropropene",626-466-0,"",,"(1E)-1,3-dichloroprop-1-ene",24726,"(1E)-1,3-dichloropropene",Q161507,,21UG87ODPI
542-75-6,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+",UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,C3H4Cl2,"A 1,3-dichloropropene with a (E)-configuration.",,"1,3-dichloropropene","(E)-1,3-dichloropropene",CHEBI:18624,"",23117,,"1,3-dichloropropene",208-826-5,"1,3-Dichlorpropen",8612,"(1E)-1,3-dichloroprop-1-ene",24726,"1,3-dichloropropene",Q61854433,38900,""
10061-01-05,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1-",UOORRWUZONOOLO-UPHRSURJSA-N,ClC\C=C/Cl,C3H4Cl2,"The (Z)-isomer of 1,3-dichloropropene.",,"","(Z)-1,3-dichloropropene",CHEBI:18809,"",4444456,,"cis-1,3-dichloropropene",233-195-8,"",,"(1Z)-1,3-dichloroprop-1-ene",5280970,"(1Z)-1,3-dichloropropene",Q27109091,510768,411B9UAH6H
540-59-0,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H,KFUSEUYYWQURPO-UHFFFAOYSA-N,[H]C(Cl)=C([H])Cl,C2H2Cl2,"",,"","1,2-dichloroethene",CHEBI:18882,CHEMBL1385560,10438,,"1,2-dichloroethene",208-750-2,"1,2-Dichlorethen",2538,"1,2-dichloroethene",10900,"1,2-dichloroethene",Q161475,20780,XU9RUA6YUT
1918-16-7,"InChI=1S/C11H14ClNO/c1-9(2)13(11(14)8-12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",MFOUDYKPLGXPGO-UHFFFAOYSA-N,CC(C)N(C(=O)CCl)c1ccccc1,C11H14ClNO,An anilide that consists of 2-chloroacetanilide bearing an N-isopropyl substituent.,,propachlor,propachlor,CHEBI:19503,CHEMBL1394829,4762,,Propachlor,217-638-2,"Acetamide, 2-chloro-N-(1-methylethyl)-N-phenyl-",12176,2-chloro-N-isopropyl-N-phenylacetamide,4931,propachlor,Q2112916,510338,015443A483
106-47-8,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1,C6H6ClN,A chloroaniline in which the chloro atom is para to the aniline amino group.,,"",4-chloroaniline,CHEBI:20331,CHEMBL15888,13869339,,4-chloroaniline,203-401-0,4-Chloranilin,8580,4-chloroaniline,7812,4-chloroaniline,Q413515,11830,Z553SGH315
83-32-9,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",CWRYPZZKDGJXCA-UHFFFAOYSA-N,C1Cc2cccc3cccc1c23,C12H10,A polycyclic aromatic hydrocarbon derived from naphthalene by the addition of an ethylene bridge connecting C-1 and C-8.,,"",acenaphthene,CHEBI:22154,CHEMBL1797271,6478,,Acenaphthene,201-469-6,Acenaphthen,8498,"1,2-dihydroacenaphthylene",6734,acenaphthene,Q415103,23000,V8UT1GAC5Y
0834-12-08,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",RQVYBGPQFYCBGX-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(SC)n1,C9H17N5S,"A methylthio-1,3,5-triazine that is 2-(methylsulfanyl)-1,3,5-triazine substituted by an ethylamino and an isopropylamino group at positions 4 and 6 respectively.",,"",ametryn,CHEBI:22472,CHEMBL1235774,12705,,Ametryn,212-634-7,Ametryn,7212,"N(2)-ethyl-N(4)-isopropyl-6-(methylthio)-1,3,5-triazine-2,4-diamine",13263,ametryn,Q2844856,510032,1SPQ95183Y
7440-43-9,InChI=1S/Cd,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,[Cd],Cd,"",,"",cadmium atom,CHEBI:22977,"",,,Cadmium and its compounds,"",Cadmium,8398,cadmium,,"","",,""
7440-70-2,InChI=1S/Ca,OYPRJOBELJOOCE-UHFFFAOYSA-N,[Ca],Ca,"",,"",calcium atom,CHEBI:22984,"",4573905,,Calcium,"",Calcium,7256,calcium,5460341,Calcium,Q3461363,,""
1002-53-5,"InChI=1S/2C4H9.Sn.2H/c2*1-3-4-2;;;/h2*1,3-4H2,2H3;;;",WCRDXYSYPCEIAK-UHFFFAOYSA-N,[H][Sn]([H])(CCCC)CCCC,C8H20Sn,"",,"",dibutylstannane,CHEBI:23686,"",6239,,Dibutyltin,"","",,dibutylstannane,10964259,dibutyltin,Q22668692,,""
34256-82-1,"InChI=1S/C14H20ClNO2/c1-4-12-8-6-7-11(3)14(12)16(10-18-5-2)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",VTNQPKFIQCLBDU-UHFFFAOYSA-N,CCOCN(C(=O)CCl)c1c(C)cccc1CC,C14H20ClNO2,A monocarboxylic acid amide that is N-phenylacetamide carrying an ethyl and a methyl group at positions 2 and 6 respectively on the benzene ring while one of the methyl hydrogens as well as the hydrogen attached to the nitrogen atom have been replaced by a chloro and an ethoxymethyl group respectively.,,acetochlor,acetochlor,CHEBI:2394,CHEMBL1517425,1911,,Acetochlor,251-899-3,"",,2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,1988,acetochlor,Q419732,139318,8L08WMO94K
7782-41-4,InChI=1S/F,YCKRFDGAMUMZLT-UHFFFAOYSA-N,[F],F,"",,"",fluorine atom,CHEBI:24061,"",22932,,Fluorine,"",Fluor,8627,fluorine,24524,Fluorine,Q54020379,,""
608-73-1,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,C6H6Cl6,"",,HCH,hexachlorocyclohexane,CHEBI:24536,"",16736912,,Hexachlorocyclohexane,"",Hexachlorcyclohexan,7423,"1,2,3,4,5,6-hexachlorocyclohexane",727,Hexachlorocyclohexane,Q424459,510252,5477B350EK
7439-95-4,InChI=1S/Mg,FYYHWMGAXLPEAU-UHFFFAOYSA-N,[Mg],Mg,"",,"",magnesium atom,CHEBI:25107,"",865,,Magnesium,"",Magnesium,7452,magnesium,5462224,Magnesium,Q27711925,,""
7439-97-6,InChI=1S/Hg,QSHDDOUJBYECFT-UHFFFAOYSA-N,[Hg],Hg,"",,"",mercury atom,CHEBI:25195,"",,,Mercury and its compounds,"",Quecksilber,7547,mercury,,"","",,""
15972-60-8,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",XCSGPAVHZFQHGE-UHFFFAOYSA-N,CCc1cccc(CC)c1N(COC)C(=O)CCl,C14H20ClNO2,"An aromatic amide that is N-(2,6-diethylphenyl)acetamide substituted by a methoxymethyl group at at the nitrogen atom while one of the hydrogens of the methyl group has been replaced by a chlorine atom.",,alachlor,alachlor,CHEBI:2533,CHEMBL1414154,1994,,Alachlor,240-110-8,Alachlor,7205,"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",2078,alachlor,Q421204,510025,24S2S61PXL
309-00-2,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6+,7-,10+,11-",QBYJBZPUGVGKQQ-SJJAEHHWSA-N,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,C12H8Cl6,"An organochlorine compound resulting from the Diels-Alder reaction of hexachlorocyclopentadiene with norbornadiene. A proinsecticide (by epoxidation of the non-chlorinated double bond to give dieldrin), it was widely used as an insecticide before being banned in the 1970s as a persistent organic pollutant.",,aldrin,aldrin,CHEBI:2564,"",10292747,,Aldrin,206-215-8,Aldrin,8387,"(1R,4S,4aS,5S,8R,8aR)-1,2,3,4,10,10-hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",12310947,Aldrin,Q409054,510027,OZE3CLY605
7440-09-07,InChI=1S/K,ZLMJMSJWJFRBEC-UHFFFAOYSA-N,[K],K,"",,"",potassium atom,CHEBI:26216,"",4575326,,Potassium,"",Kalium,7445,potassium,5462222,Potassium,Q58088485,,""
7287-19-6,"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)",AAEVYOVXGOFMJO-UHFFFAOYSA-N,CSc1nc(NC(C)C)nc(NC(C)C)n1,C10H19N5S,"A diamino-1,3,5-triazine that is N,N'-di(propan-2-yl)-1,3,5-triazine-2,4-diamine substituted by a methylsulfanediyl group at position 6.",,prometryn,prometryn,CHEBI:26276,CHEMBL1880257,4760,,Prometryn,230-711-3,"1,3,5-Triazin-2,4-diamin, N,N'-Bis(1-methylethyl)-6-(methylthio)-",11758,"6-(methylsulfanyl)-N,N'-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",4929,prometryn,Q1257341,490472,1K20TB75IL
120923-37-7,"InChI=1S/C9H15N5O7S2/c1-14(22(4,16)17)23(18,19)13-9(15)12-8-10-6(20-2)5-7(11-8)21-3/h5H,1-4H3,(H2,10,11,12,13,15)",CTTHWASMBLQOFR-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,C9H15N5O7S2,"",,amidosulfuron,Amidosulfuron,CHEBI:2635,"",82874,,Amidosulfuron,407-380-0,"",,"",91777,amidosulfuron,Q2225366,531682,6ZNU868K0S
7440-23-5,InChI=1S/Na,KEAYESYHFKHZAL-UHFFFAOYSA-N,[Na],Na,"",,"",sodium atom,CHEBI:26708,"",4514534,,Sodium,"",Natrium,7478,sodium,5360545,Sodium,Q2297303,,""
26787-78-0,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1)C(O)=O,C16H19N3O5S,A penicillin in which the substituent at position 6 of the penam ring is a 2-amino-2-(4-hydroxyphenyl)acetamido group.,,"",amoxicillin,CHEBI:2676,"",31006,,Amoxicillin,"",Amoxicillin,98849,"6beta-[(2R)-2-amino-2-(4-hydroxyphenyl)acetamido]-2,2-dimethylpenam-3alpha-carboxylic acid",33613,Amoxicillin,Q69770913,,""
7440-31-5,InChI=1S/Sn,ATJFFYVFTNAWJD-UHFFFAOYSA-N,[Sn],Sn,"",,"",tin atom,CHEBI:27007,"",,,Tin and its compounds,"",Zinn,7649,tin,,"","",,""
7440-61-1,InChI=1S/U,JFALSRSLKYAFGM-UHFFFAOYSA-N,[U],U,"",,"",uranium atom,CHEBI:27214,"",22425,,Uranium,"",Uran,7638,uranium,23989,Uranium,Q440674,,""
1330-20-7,"","","",C8H10,"",,"",xylene,CHEBI:27338,"",6967,,Xylene,"",Dimethylbenzol,3550,xylene,,Xylene,Q69575214,,""
7440-66-6,InChI=1S/Zn,HCHKCACWOHOZIP-UHFFFAOYSA-N,[Zn],Zn,"",,"",zinc atom,CHEBI:27363,"",,,Zinc and its compounds,"",Messing,8385,zinc,,"","",,""
56-23-5,"InChI=1S/CCl4/c2-1(3,4)5",VZGDMQKNWNREIO-UHFFFAOYSA-N,ClC(Cl)(Cl)Cl,CCl4,A chlorocarbon that is methane in which all the hydrogens have been replaced by chloro groups.,,carbon tetrachloride,tetrachloromethane,CHEBI:27385,"",5730,,Carbon tetrachloride,"",Kohlenstofftetrachlorid,97163,tetrachloromethane,5943,Carbon tetrachloride,Q26344277,,""
1007-28-9,"InChI=1S/C5H8ClN5/c1-2-8-5-10-3(6)9-4(7)11-5/h2H2,1H3,(H3,7,8,9,10,11)",IVENSCMCQBJAKW-UHFFFAOYSA-N,CCNc1nc(N)nc(Cl)n1,C5H8ClN5,"A diamino-1,3,5-triazine that is N-ethyl-1,3,5-triazine-2,4-diamine substituted by a chloro group at position 6.",,"",deisopropylatrazine,CHEBI:27399,CHEMBL1895845,13278,,Desisopropylatrazine,623-281-7,Desisopropylatrazin,8766,"6-chloro-N-ethyl-1,3,5-triazine-2,4-diamine",13878,desisopropylatrazine,Q22330219,,E8EGZ3S34H
